Experiment Accession	Experiment Aliases	File Accession	File Aliases	Submitted File Name	Date Created	Run Type	Read Length	Paired End	Bio Rep Num	Tech Rep Num	Replicate Aliases	Library Accession	Library Aliases
ENCSR000AKN	[]	ENCFF000BTH	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me3StdRawDataRep3.fastq.gz	2010-11-16	single-ended	36		1	3	[]	ENCLB695AJT	[]
ENCSR000AKN	[]	ENCFF000BTL	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me3StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AJS	[]
ENCSR000AKN	[]	ENCFF000BTS	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k4me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AJU	[]
ENCSR000ASD	[]	ENCFF000BTT	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k79me2RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 153']	ENCLB695ARW	['bradley-bernstein:DNA_Lib 153']
ENCSR000ASD	[]	ENCFF000BTX	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k79me2RawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	[]	ENCLB695ARX	[]
ENCSR000APF	[]	ENCFF000CVF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoblCtcfStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AGS	[]
ENCSR000APF	[]	ENCFF000CVG	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoblCtcfStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AGT	[]
ENCSR000AMY	[]	ENCFF000CTO	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH4k20me1StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AWQ	[]
ENCSR000AMY	[]	ENCFF000CTT	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH4k20me1StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AWP	[]
ENCSR000AKX	[]	ENCFF000BZJ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H4k20me1StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AFB	[]
ENCSR000AKX	[]	ENCFF000BZN	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H4k20me1StdRawDataRep2.fastq.gz	2010-11-16	single-ended	51		1	2	[]	ENCLB695AFA	[]
ENCSR000ALJ	[]	ENCFF000CMF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhekCtcfStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AHN	[]
ENCSR000ALJ	[]	ENCFF000CMG	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhekCtcfStdRawDataRep3.fastq.gz	2010-11-16	single-ended	36		1	3	[]	ENCLB695AHM	[]
ENCSR000ALJ	[]	ENCFF000CMM	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhekCtcfStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AHO	[]
ENCSR016JWS	['bradley-bernstein:Project Element 538']	ENCFF174YML	['bradley-bernstein:Rep_DNA_Lib 4586_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/045/86/bradley-bernstein_Rep_DNA_Lib_4586.fastq.gz	2014-10-27T16:26:58.122715+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 4586']	ENCLB245XTI	['bradley-bernstein:DNA_Lib 4586']
ENCSR016JWS	['bradley-bernstein:Project Element 538']	ENCFF352FFB	['bradley-bernstein:Rep_DNA_Lib 6095_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/060/95/bradley-bernstein_Rep_DNA_Lib_6095.1.fastq.gz	2015-12-10T18:03:36.755761+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6095']	ENCLB585PYO	['bradley-bernstein:DNA_Lib 6095']
ENCSR016JWS	['bradley-bernstein:Project Element 538']	ENCFF240ZWX	['bradley-bernstein:Rep_DNA_Lib 6095_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/060/95/bradley-bernstein_Rep_DNA_Lib_6095.2.fastq.gz	2015-12-11T15:32:54.969956+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6095']	ENCLB585PYO	['bradley-bernstein:DNA_Lib 6095']
ENCSR000AKP	['bradley-bernstein:Project Element 91']	ENCFF000BXG	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k27acStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AJD	[]
ENCSR000AKP	['bradley-bernstein:Project Element 91']	ENCFF000BXH	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k27acStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AJE	[]
ENCSR000AMZ	[]	ENCFF000CQO	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfControlStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AQF	[]
ENCSR000AMZ	[]	ENCFF000CQP	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfControlStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	4	[]	ENCLB695AQE	[]
ENCSR000AKV	[]	ENCFF000BYW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k9acStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ASG	[]
ENCSR000AKV	[]	ENCFF001QWV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k9acStdRawDataRep1.fastq.gz	2010-11-16	single-ended	51		1	1	[]	ENCLB695ASH	[]
ENCSR000AMX	[]	ENCFF000CTF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH3k9acStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AAY	[]
ENCSR000AMX	[]	ENCFF000CTI	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH3k9acStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AAX	[]
ENCSR000APE	[]	ENCFF001QWW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k9me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AFK	[]
ENCSR000APE	[]	ENCFF001QWX	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k9me3StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AFL	[]
ENCSR000AMK	[]	ENCFF000BJF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHmecH3k4me2StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AGU	[]
ENCSR000AMK	[]	ENCFF000BJJ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHmecH3k4me2StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AGV	[]
ENCSR000ATH	['bradley-bernstein:Project Element 1407']	ENCFF000CTU	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoH3k04me3RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AMV	[]
ENCSR000ATH	['bradley-bernstein:Project Element 1407']	ENCFF000CTV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoH3k04me3RawDataRep3.fastq.gz	2010-11-16	single-ended	36		3	1	['bradley-bernstein:Rep_DNA_Lib 1386']	ENCLB695AMT	['bradley-bernstein:DNA_Lib 1386']
ENCSR000ATH	['bradley-bernstein:Project Element 1407']	ENCFF000CTW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoH3k04me3RawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 158']	ENCLB695AMU	['bradley-bernstein:DNA_Lib 158']
ENCSR000AQG	['bradley-bernstein:Project Element 1016']	ENCFF000BZS	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Hdac2a300705aStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	['bradley-bernstein:Rep_DNA_Lib 5220']	ENCLB695AQM	['bradley-bernstein:DNA_Lib 5220']
ENCSR000AQG	['bradley-bernstein:Project Element 1016']	ENCFF000BZT	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562Hdac2a300705aStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5221']	ENCLB695AQN	['bradley-bernstein:DNA_Lib 5221']
ENCSR000AML	[]	ENCFF000BJN	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHmecH3k4me3StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AVI	[]
ENCSR000AML	[]	ENCFF000BJO	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHmecH3k4me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AVH	[]
ENCSR000ATB	[]	ENCFF000BRW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k09me3RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 152']	ENCLB695ARA	['bradley-bernstein:DNA_Lib 152']
ENCSR000ATB	[]	ENCFF000BRX	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k09me3RawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	[]	ENCLB695AQZ	[]
ENCSR000AKY	['bradley-bernstein:Project Element 38']	ENCFF000BWK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562ControlStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AJV	[]
ENCSR000ALC	[]	ENCFF000BSJ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k36me3StdRawDataRep3.fastq.gz	2010-11-16	single-ended	36		1	3	[]	ENCLB695AVT	[]
ENCSR000ALC	[]	ENCFF000BSQ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k36me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AVS	[]
ENCSR000ALC	[]	ENCFF000BSS	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k36me3StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AVU	[]
ENCSR578QSO	['bradley-bernstein:Project Element 532']	ENCFF678SQQ	['bradley-bernstein:Rep_DNA_Lib 5075_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/050/75/bradley-bernstein_Rep_DNA_Lib_5075.fastq.gz	2014-10-27T05:03:47.522202+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5075']	ENCLB305XAQ	['bradley-bernstein:DNA_Lib 5075']
ENCSR578QSO	['bradley-bernstein:Project Element 532']	ENCFF316LVB	['bradley-bernstein:Rep_DNA_Lib 4587_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/045/87/bradley-bernstein_Rep_DNA_Lib_4587.fastq.gz	2014-10-29T01:00:48.897967+00:00	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 4587']	ENCLB204VWR	['bradley-bernstein:DNA_Lib 4587']
ENCSR578QSO	['bradley-bernstein:Project Element 532']	ENCFF356SYW	['bradley-bernstein:Rep_DNA_Lib 4587_36_se']	/seq/epiprod/ENCODE/Submissions/Libraries/045/87/bradley-bernstein_Rep_DNA_Lib_4587_36_se.fastq.gz	2016-04-11T19:57:17.153202+00:00	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 4587']	ENCLB204VWR	['bradley-bernstein:DNA_Lib 4587']
ENCSR578QSO	['bradley-bernstein:Project Element 532']	ENCFF255MRT	['bradley-bernstein:Rep_DNA_Lib 5075_36_se']	/seq/epiprod/ENCODE/Submissions/Libraries/050/75/bradley-bernstein_Rep_DNA_Lib_5075_36_se.fastq.gz	2016-04-12T01:41:31.935995+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 5075']	ENCLB305XAQ	['bradley-bernstein:DNA_Lib 5075']
ENCSR000AKT	[]	ENCFF000BYA	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k4me2StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AGC	[]
ENCSR000AKT	[]	ENCFF000BYF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneK562H3k4me2StdRawDataRep2.fastq.gz	2010-11-16	single-ended	51		1	2	[]	ENCLB695AGB	[]
ENCSR970FPM	['bradley-bernstein:Project Element 1397']	ENCFF774JBP	['bradley-bernstein:Rep_DNA_Lib 4582_SE']	/seq/epiprod/ENCODE/Submissions/Libraries/045/82/bradley-bernstein_Rep_DNA_Lib_4582.fastq.gz	2014-10-24T17:05:48.931353+00:00	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 4582']	ENCLB550PWQ	['bradley-bernstein:DNA_Lib 4582']
ENCSR970FPM	['bradley-bernstein:Project Element 1397']	ENCFF259YKX	['bradley-bernstein:Rep_DNA_Lib 6091_PE_1']	/seq/epiprod/ENCODE/Submissions/Libraries/060/91/bradley-bernstein_Rep_DNA_Lib_6091.1.fastq.gz	2015-12-11T14:33:06.928355+00:00	paired-ended	76	1	2	1	['bradley-bernstein:Rep_DNA_Lib 6091']	ENCLB883AHC	['bradley-bernstein:DNA_Lib 6091']
ENCSR970FPM	['bradley-bernstein:Project Element 1397']	ENCFF300OUH	['bradley-bernstein:Rep_DNA_Lib 6091_PE_2']	/seq/epiprod/ENCODE/Submissions/Libraries/060/91/bradley-bernstein_Rep_DNA_Lib_6091.2.fastq.gz	2016-01-20T17:04:00.921765+00:00	paired-ended	76	2	2	1	['bradley-bernstein:Rep_DNA_Lib 6091']	ENCLB883AHC	['bradley-bernstein:DNA_Lib 6091']
ENCSR000ALV	[]	ENCFF000BHI	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHmecCtcfStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AKR	[]
ENCSR000ALV	[]	ENCFF000BHL	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHmecCtcfStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AKQ	[]
ENCSR000AUN	[]	ENCFF000AKG	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k09me3Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AMI	[]
ENCSR000AUN	[]	ENCFF000AKK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k09me3Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ANF	[]
ENCSR000ASS	[]	ENCFF000AHM	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549ControlEtoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ADE	[]
ENCSR000ASS	[]	ENCFF000AHV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549ControlEtoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ADF	[]
ENCSR000AUF	[]	ENCFF000AHW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549CtcfEtoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AJF	[]
ENCSR000AUF	[]	ENCFF000AHX	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549CtcfEtoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AJC	[]
ENCSR000AUH	[]	ENCFF000AIJ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H2azEtoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ASR	[]
ENCSR000AUH	[]	ENCFF000AIK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H2azEtoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ASQ	[]
ENCSR000AQP	[]	ENCFF000CGH	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH2azRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ATF	[]
ENCSR000AQP	[]	ENCFF000CGK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH2azRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ATG	[]
ENCSR000AUO	[]	ENCFF000AME	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H4k20me1Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ASB	[]
ENCSR000AUO	[]	ENCFF000AMF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H4k20me1Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ASC	[]
ENCSR000AUL	[]	ENCFF000ALQ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k36me3Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AQG	[]
ENCSR000AUL	[]	ENCFF000ALU	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k36me3Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AQH	[]
ENCSR000ARB	[]	ENCFF000ARB	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k79me2RawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 118']	ENCLB695AVJ	['bradley-bernstein:DNA_Lib 118']
ENCSR000ARB	[]	ENCFF000ARC	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k79me2RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AKL	[]
ENCSR000ARY	[]	ENCFF000APV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k09acRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AIC	[]
ENCSR000ARY	[]	ENCFF000APW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k09acRawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 272']	ENCLB695AID	['bradley-bernstein:DNA_Lib 272']
ENCSR000AQW	[]	ENCFF000AQH	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k27acRawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 270']	ENCLB695AAP	['bradley-bernstein:DNA_Lib 270']
ENCSR000AQW	[]	ENCFF000AQI	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k27acRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AAO	[]
ENCSR000AMR	[]	ENCFF000CRS	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH3k27acStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ARH	[]
ENCSR000AMR	[]	ENCFF000CRV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH3k27acStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ARI	[]
ENCSR000ART	[]	ENCFF000CGV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k09acRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	['bradley-bernstein:Rep_DNA_Lib 109']	ENCLB695ADX	['bradley-bernstein:DNA_Lib 109']
ENCSR000ART	[]	ENCFF000CGW	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k09acRawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 111']	ENCLB695ADW	['bradley-bernstein:DNA_Lib 111']
ENCSR000AVI	[]	ENCFF000AJH	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k04me2Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AII	[]
ENCSR000AVI	[]	ENCFF000AJI	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k04me2Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AIJ	[]
ENCSR000ATP	[]	ENCFF000AMB	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k79me2Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AER	[]
ENCSR000ATP	[]	ENCFF000AMD	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k79me2Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AES	[]
ENCSR000AUK	[]	ENCFF000ALD	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k27me3Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695APB	[]
ENCSR000AUK	[]	ENCFF000ALK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k27me3Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695APA	[]
ENCSR000ALB	[]	ENCFF000BRV	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27acStdRawDataRep3.fastq.gz	2010-11-16	single-ended	36		1	3	[]	ENCLB695APL	[]
ENCSR000ALB	[]	ENCFF000BSD	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27acStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695APK	[]
ENCSR000ALB	[]	ENCFF000BSI	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneHuvecH3k27acStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695APM	[]
ENCSR000AMT	[]	ENCFF000CSE	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH3k36me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AUH	[]
ENCSR000AMT	[]	ENCFF000CSF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhlfH3k36me3StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AUI	[]
ENCSR000ARC	[]	ENCFF000ARE	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H4k20me1RawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 129']	ENCLB695AQY	['bradley-bernstein:DNA_Lib 129']
ENCSR000ARC	[]	ENCFF000ARF	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H4k20me1RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AQX	[]
ENCSR000AQT	[]	ENCFF000CUM	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoH4k20me1RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AOP	[]
ENCSR000AQT	[]	ENCFF000CUN	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneOsteoH4k20me1RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AOQ	[]
ENCSR000AQV	[]	ENCFF000APA	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H2azRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AMY	[]
ENCSR000AQV	[]	ENCFF000APB	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H2azRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ALL	[]
ENCSR000AQZ	[]	ENCFF000APJ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k04me2RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AUR	[]
ENCSR000AQZ	[]	ENCFF000APK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneDnd41H3k04me2RawDataRep2.fastq.gz	2010-11-16	single-ended	36		2	1	['bradley-bernstein:Rep_DNA_Lib 120']	ENCLB695AHX	['bradley-bernstein:DNA_Lib 120']
ENCSR000ASH	[]	ENCFF000AJT	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k04me3Etoh02RawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AFJ	[]
ENCSR000ASH	[]	ENCFF000AJX	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneA549H3k04me3Etoh02RawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AFI	[]
ENCSR000AOQ	[]	ENCFF000CHH	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27acStdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AJG	[]
ENCSR000AOQ	[]	ENCFF000CHK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27acStdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AJH	[]
ENCSR000AOR	[]	ENCFF000CHN	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695AGA	[]
ENCSR000AOR	[]	ENCFF000CHR	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k27me3StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695AFZ	[]
ENCSR000AOT	[]	ENCFF000CHZ	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k4me1StdRawDataRep2.fastq.gz	2010-11-16	single-ended	36		1	2	[]	ENCLB695ABY	[]
ENCSR000AOT	[]	ENCFF000CIA	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneNhaH3k4me1StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ABX	[]
ENCSR000AOX	[]	ENCFF000AUK	[]	hg19/wgEncodeBroadHistone/wgEncodeBroadHistoneGm12878H3k9me3StdRawDataRep1.fastq.gz	2010-11-16	single-ended	36		1	1	[]	ENCLB695ASI	[]
