File Accession	Annotation	Cell Line	Target	Experiment Accession	Experiment Aliases	Biosample Accession	Biosample Aliases	Library Accession	Library Aliases	Lab	Submitted Name
ENCFF275JUI		K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS071UNK	['brenton-graveley:PUM2-BGKLV25-47']	ENCLB403XUO	['brenton-graveley:L-PUM2-BGKLV25-47']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/PUM2-BGKLV25-47/merged.bam
ENCFF048COV	V19	K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS071UNK	['brenton-graveley:PUM2-BGKLV25-47']	ENCLB403XUO	['brenton-graveley:L-PUM2-BGKLV25-47']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR118XYK/rep1_1/ENCSR118XYK_rep1_1_tophat.bam
ENCFF997PJE	V19	K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS790JBM	['brenton-graveley:PUM2-BGKLV25-48']	ENCLB161QBJ	['brenton-graveley:L-PUM2-BGKLV25-48']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR118XYK/rep2_1/ENCSR118XYK_rep2_1_tophat.bam
ENCFF735KTG	V19	K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS071UNK	['brenton-graveley:PUM2-BGKLV25-47']	ENCLB403XUO	['brenton-graveley:L-PUM2-BGKLV25-47']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR118XYK/rep1_1/ENCSR118XYK_rep1_1_star_genome.bam
ENCFF528YMN	V19	K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS071UNK	['brenton-graveley:PUM2-BGKLV25-47']	ENCLB403XUO	['brenton-graveley:L-PUM2-BGKLV25-47']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR118XYK/rep1_1/ENCSR118XYK_rep1_1_star_anno.bam
ENCFF654RKB	V19	K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS790JBM	['brenton-graveley:PUM2-BGKLV25-48']	ENCLB161QBJ	['brenton-graveley:L-PUM2-BGKLV25-48']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR118XYK/rep2_1/ENCSR118XYK_rep2_1_star_genome.bam
ENCFF714NOK	V19	K562	/targets/PUM2-human/	ENCSR118XYK	['brenton-graveley:PUM2-BGKLV25']	ENCBS790JBM	['brenton-graveley:PUM2-BGKLV25-48']	ENCLB161QBJ	['brenton-graveley:L-PUM2-BGKLV25-48']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR118XYK/rep2_1/ENCSR118XYK_rep2_1_star_anno.bam
ENCFF909SWB		K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/PUM1-BGKLV25-46/merged.bam
ENCFF365GIK		K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/PUM1-BGKLV25-45/merged.bam
ENCFF014CDT	V19	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR745WVZ/rep1_1/ENCSR745WVZ_rep1_1_tophat.bam
ENCFF955VKK	V19	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR745WVZ/rep2_1/ENCSR745WVZ_rep2_1_tophat.bam
ENCFF463YXB	V19	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR745WVZ/rep1_1/ENCSR745WVZ_rep1_1_star_genome.bam
ENCFF013ZYN	V19	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR745WVZ/rep1_1/ENCSR745WVZ_rep1_1_star_anno.bam
ENCFF553SKC	V19	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR745WVZ/rep2_1/ENCSR745WVZ_rep2_1_star_genome.bam
ENCFF468TUQ	V19	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR745WVZ/rep2_1/ENCSR745WVZ_rep2_1_star_anno.bam
ENCFF470NYA	V24	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR745WVZ/rep1_1/ENCSR745WVZ_rep1_1_tophat.bam
ENCFF729IAK	V24	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR745WVZ/rep2_1/ENCSR745WVZ_rep2_1_tophat.bam
ENCFF721JAR	V24	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR745WVZ/rep1_1/ENCSR745WVZ_rep1_1_star_genome.bam
ENCFF400SZZ	V24	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS425EWY	['brenton-graveley:PUM1-BGKLV25-45']	ENCLB404RRN	['brenton-graveley:L-PUM1-BGKLV25-45']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR745WVZ/rep1_1/ENCSR745WVZ_rep1_1_star_anno.bam
ENCFF236UHC	V24	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR745WVZ/rep2_1/ENCSR745WVZ_rep2_1_star_genome.bam
ENCFF469BAM	V24	K562	/targets/PUM1-human/	ENCSR745WVZ	['brenton-graveley:PUM1-BGKLV25']	ENCBS492BQN	['brenton-graveley:PUM1-BGKLV25-46']	ENCLB623ENB	['brenton-graveley:L-PUM1-BGKLV25-46']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR745WVZ/rep2_1/ENCSR745WVZ_rep2_1_star_anno.bam
ENCFF055YNA		K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/UBE2L3-BGKLV25-61/merged.bam
ENCFF218KMI		K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/UBE2L3-BGKLV25-62/merged.bam
ENCFF086XTC	V24	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR362XMY/rep1_1/ENCSR362XMY_rep1_1_tophat.bam
ENCFF257QKV	V24	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR362XMY/rep2_1/ENCSR362XMY_rep2_1_tophat.bam
ENCFF494YCT	V24	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR362XMY/rep1_1/ENCSR362XMY_rep1_1_star_genome.bam
ENCFF997NIZ	V24	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR362XMY/rep1_1/ENCSR362XMY_rep1_1_star_anno.bam
ENCFF139WRA	V24	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR362XMY/rep2_1/ENCSR362XMY_rep2_1_star_genome.bam
ENCFF875LAD	V24	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/GRCh38/ENCSR362XMY/rep2_1/ENCSR362XMY_rep2_1_star_anno.bam
ENCFF918ZIL	V19	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR362XMY/rep1_1/ENCSR362XMY_rep1_1_tophat.bam
ENCFF659JFA	V19	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR362XMY/rep2_1/ENCSR362XMY_rep2_1_tophat.bam
ENCFF257FLU	V19	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR362XMY/rep1_1/ENCSR362XMY_rep1_1_star_genome.bam
ENCFF143ENO	V19	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS548BNW	['brenton-graveley:UBE2L3-BGKLV25-61']	ENCLB308MFG	['brenton-graveley:L-UBE2L3-BGKLV25-61']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR362XMY/rep1_1/ENCSR362XMY_rep1_1_star_anno.bam
ENCFF441IBI	V19	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR362XMY/rep2_1/ENCSR362XMY_rep2_1_star_genome.bam
ENCFF946CDM	V19	K562	/targets/UBE2L3-human/	ENCSR362XMY	['brenton-graveley:UBE2L3-BGKLV25']	ENCBS721OCY	['brenton-graveley:UBE2L3-BGKLV25-62']	ENCLB640CHN	['brenton-graveley:L-UBE2L3-BGKLV25-62']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR362XMY/rep2_1/ENCSR362XMY_rep2_1_star_anno.bam
ENCFF617NHT		K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS180BMC	['brenton-graveley:EIF4G2_BGKLV25-17']	ENCLB291BKX	['brenton-graveley:L-EIF4G2_BGKLV25-17']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/EIF4G2_BGKLV25-17/merged.bam
ENCFF240PBV		K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS099HZF	['brenton-graveley:EIF4G2_BGKLV25-18']	ENCLB029PGL	['brenton-graveley:L-EIF4G2_BGKLV25-18']	/labs/brenton-graveley/	/tgc/TGCore_User_Data/ENCODE/ENCODE_DATA/set25/tophat/novel_juncs/EIF4G2_BGKLV25-18/merged.bam
ENCFF726ITK	V19	K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS099HZF	['brenton-graveley:EIF4G2_BGKLV25-18']	ENCLB029PGL	['brenton-graveley:L-EIF4G2_BGKLV25-18']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR040FSN/rep2_1/ENCSR040FSN_rep2_1_tophat.bam
ENCFF802QFQ	V19	K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS180BMC	['brenton-graveley:EIF4G2_BGKLV25-17']	ENCLB291BKX	['brenton-graveley:L-EIF4G2_BGKLV25-17']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR040FSN/rep1_1/ENCSR040FSN_rep1_1_tophat.bam
ENCFF092LHH	V19	K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS180BMC	['brenton-graveley:EIF4G2_BGKLV25-17']	ENCLB291BKX	['brenton-graveley:L-EIF4G2_BGKLV25-17']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR040FSN/rep1_1/ENCSR040FSN_rep1_1_star_anno.bam
ENCFF582WKL	V19	K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS099HZF	['brenton-graveley:EIF4G2_BGKLV25-18']	ENCLB029PGL	['brenton-graveley:L-EIF4G2_BGKLV25-18']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR040FSN/rep2_1/ENCSR040FSN_rep2_1_star_anno.bam
ENCFF960NRI	V19	K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS180BMC	['brenton-graveley:EIF4G2_BGKLV25-17']	ENCLB291BKX	['brenton-graveley:L-EIF4G2_BGKLV25-17']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR040FSN/rep1_1/ENCSR040FSN_rep1_1_star_genome.bam
ENCFF077BDV	V19	K562	/targets/EIF4G2-human/	ENCSR040FSN	['brenton-graveley:EIF4G2_BGKLV25']	ENCBS099HZF	['brenton-graveley:EIF4G2_BGKLV25-18']	ENCLB029PGL	['brenton-graveley:L-EIF4G2_BGKLV25-18']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR040FSN/rep2_1/ENCSR040FSN_rep2_1_star_genome.bam
ENCFF791MAQ		HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS542YDW	['brenton-graveley:RPS2_BGHLV18_56']	ENCLB916LOW	['brenton-graveley:L-RPS2_BGHLV18_56']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set18/tophat/novel_juncs/RPS2_BGHLV18_56/merged.bam
ENCFF945DBT		HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS575HTN	['brenton-graveley:RPS2_BGHLV18_55']	ENCLB943WFS	['brenton-graveley:L-RPS2_BGHLV18_55']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set18/tophat/novel_juncs/RPS2_BGHLV18_55/merged.bam
ENCFF843BCO	V19	HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS575HTN	['brenton-graveley:RPS2_BGHLV18_55']	ENCLB943WFS	['brenton-graveley:L-RPS2_BGHLV18_55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR667RIA/rep1_1/ENCSR667RIA_rep1_1_tophat.bam
ENCFF358TGQ	V19	HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS542YDW	['brenton-graveley:RPS2_BGHLV18_56']	ENCLB916LOW	['brenton-graveley:L-RPS2_BGHLV18_56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR667RIA/rep2_1/ENCSR667RIA_rep2_1_tophat.bam
ENCFF108BIO	V19	HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS575HTN	['brenton-graveley:RPS2_BGHLV18_55']	ENCLB943WFS	['brenton-graveley:L-RPS2_BGHLV18_55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR667RIA/rep1_1/ENCSR667RIA_rep1_1_star_genome.bam
ENCFF728UON	V19	HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS575HTN	['brenton-graveley:RPS2_BGHLV18_55']	ENCLB943WFS	['brenton-graveley:L-RPS2_BGHLV18_55']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR667RIA/rep1_1/ENCSR667RIA_rep1_1_star_anno.bam
ENCFF259TDR	V19	HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS542YDW	['brenton-graveley:RPS2_BGHLV18_56']	ENCLB916LOW	['brenton-graveley:L-RPS2_BGHLV18_56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR667RIA/rep2_1/ENCSR667RIA_rep2_1_star_genome.bam
ENCFF924KMA	V19	HepG2	/targets/RPS2-human/	ENCSR667RIA	['brenton-graveley:RPS2_BGHLV18']	ENCBS542YDW	['brenton-graveley:RPS2_BGHLV18_56']	ENCLB916LOW	['brenton-graveley:L-RPS2_BGHLV18_56']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR667RIA/rep2_1/ENCSR667RIA_rep2_1_star_anno.bam
ENCFF497GZB		K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS905LQS	['brenton-graveley:TRA2A-LV11-64', 'brenton-graveley:BGKLV11-64']	ENCLB559ZSV	['brenton-graveley:L-TRA2A-LV11-64']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set11/tophat/novel_juncs/TRA2A-LV11-64/merged.bam
ENCFF529ZHW		K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS305KEA	['brenton-graveley:TRA2A-LV11-63', 'brenton-graveley:BGKLV11-63']	ENCLB135NOB	['brenton-graveley:L-TRA2A-LV11-63']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set11/tophat/novel_juncs/TRA2A-LV11-63/merged.bam
ENCFF831PZR	V19	K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS305KEA	['brenton-graveley:TRA2A-LV11-63', 'brenton-graveley:BGKLV11-63']	ENCLB135NOB	['brenton-graveley:L-TRA2A-LV11-63']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR916WOI/rep1_1/ENCSR916WOI_rep1_1_tophat.bam
ENCFF029KLT	V19	K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS905LQS	['brenton-graveley:TRA2A-LV11-64', 'brenton-graveley:BGKLV11-64']	ENCLB559ZSV	['brenton-graveley:L-TRA2A-LV11-64']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR916WOI/rep2_1/ENCSR916WOI_rep2_1_tophat.bam
ENCFF120IKS	V19	K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS305KEA	['brenton-graveley:TRA2A-LV11-63', 'brenton-graveley:BGKLV11-63']	ENCLB135NOB	['brenton-graveley:L-TRA2A-LV11-63']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR916WOI/rep1_1/ENCSR916WOI_rep1_1_star_genome.bam
ENCFF128KRR	V19	K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS305KEA	['brenton-graveley:TRA2A-LV11-63', 'brenton-graveley:BGKLV11-63']	ENCLB135NOB	['brenton-graveley:L-TRA2A-LV11-63']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR916WOI/rep1_1/ENCSR916WOI_rep1_1_star_anno.bam
ENCFF995OUG	V19	K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS905LQS	['brenton-graveley:TRA2A-LV11-64', 'brenton-graveley:BGKLV11-64']	ENCLB559ZSV	['brenton-graveley:L-TRA2A-LV11-64']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR916WOI/rep2_1/ENCSR916WOI_rep2_1_star_genome.bam
ENCFF605PQB	V19	K562	/targets/TRA2A-human/	ENCSR916WOI	['brenton-graveley:TRA2A-LV11']	ENCBS905LQS	['brenton-graveley:TRA2A-LV11-64', 'brenton-graveley:BGKLV11-64']	ENCLB559ZSV	['brenton-graveley:L-TRA2A-LV11-64']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR916WOI/rep2_1/ENCSR916WOI_rep2_1_star_anno.bam
ENCFF084KMK		K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS243YEC	['brenton-graveley:BGKLV08-14', 'brenton-graveley:DDX24-LV08-14']	ENCLB008YNW	['brenton-graveley:L-DDX24-LV08-14']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set10/tophat/novel_juncs/DDX24-LV08-14/merged.bam
ENCFF626FFP		K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS463GGK	['brenton-graveley:DDX24-LV08-13', 'brenton-graveley:BGKLV08-13']	ENCLB420CAX	['brenton-graveley:L-DDX24-LV08-13']	/labs/brenton-graveley/	/archive/TGCore_User_Data/ENCODE/ENCODE_DATA/set10/tophat/novel_juncs/DDX24-LV08-13/merged.bam
ENCFF905WFS	V19	K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS463GGK	['brenton-graveley:DDX24-LV08-13', 'brenton-graveley:BGKLV08-13']	ENCLB420CAX	['brenton-graveley:L-DDX24-LV08-13']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR067LLB/rep1_1/ENCSR067LLB_rep1_1_tophat.bam
ENCFF323OWN	V19	K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS243YEC	['brenton-graveley:BGKLV08-14', 'brenton-graveley:DDX24-LV08-14']	ENCLB008YNW	['brenton-graveley:L-DDX24-LV08-14']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR067LLB/rep2_1/ENCSR067LLB_rep2_1_tophat.bam
ENCFF661TWW	V19	K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS463GGK	['brenton-graveley:DDX24-LV08-13', 'brenton-graveley:BGKLV08-13']	ENCLB420CAX	['brenton-graveley:L-DDX24-LV08-13']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR067LLB/rep1_1/ENCSR067LLB_rep1_1_star_genome.bam
ENCFF902VYZ	V19	K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS463GGK	['brenton-graveley:DDX24-LV08-13', 'brenton-graveley:BGKLV08-13']	ENCLB420CAX	['brenton-graveley:L-DDX24-LV08-13']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR067LLB/rep1_1/ENCSR067LLB_rep1_1_star_anno.bam
ENCFF325OHE	V19	K562	/targets/DDX24-human/	ENCSR067LLB	['brenton-graveley:DDX24-LV08']	ENCBS243YEC	['brenton-graveley:BGKLV08-14', 'brenton-graveley:DDX24-LV08-14']	ENCLB008YNW	['brenton-graveley:L-DDX24-LV08-14']	/labs/encode-processing-pipeline/	/long-RNA-seq/runs/hg19/ENCSR067LLB/rep2_1/ENCSR067LLB_rep2_1_star_genome.bam
